produto;descricao;b_o;mat_med;fornecedor;comprador;primeira_filial_rota;filial_dest;sigla_dest;empresa_dest;grupo_tributacao;flag_tributacao;rota;codigo;gui_semana_saida;gui_semana_chegada;modo_compra;dia_sugerido_pedido;qtd_comprada;preco_total;status
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1010;1010;Mafra - REC;Mafra;Nacional 7%;I3;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;1208;13022.24;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I3;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;7;75.47;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I3;1021;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;24;258.75;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I3;1021;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;7;75.47;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I3;1023;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;3185;42010.15;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I3;1023;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;1543;20352.17;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I3;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;1543;20352.17;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I3;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;1794;18747.3;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I3;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2501;26135.45;-
21749;DECADRON 4MG/ML FA 2.5ML ACHE;Não;MED;LABOFARMA;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I3;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;833;8704.85;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;1631;5904.22;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;480;1737.6;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;477;1247.7;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;169;442.06;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;73;190.95;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;59;154.33;-
30160;RESPIRADOR DESC. 3M DOBRAVEL PFF-2 9920H UN;Não;MAT;3M;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;26;68.01;-
35897;ESPARADRAPO 10CMX4.5M PROCITEX CREMER;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;80;604.8;-
35897;ESPARADRAPO 10CMX4.5M PROCITEX CREMER;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;1680;12700.8;-
35897;ESPARADRAPO 10CMX4.5M PROCITEX CREMER;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;13602;103768.15;-
35897;ESPARADRAPO 10CMX4.5M PROCITEX CREMER;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;12009;91615.33;-
35984;MYFORTIC 360MG CX 120CPR LIB RET NOVARTIS;Não;MED;NOVARTIS;ANDREW;1036;1036;Mafra - DF2;Mafra;Importado;I2;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;1;1.05;-
38949;CAMPO OP 45X45(25X28) C/05 C/FIO EMB DUP ALVA PLASTICO;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;173;2525.8;-
38949;CAMPO OP 45X45(25X28) C/05 C/FIO EMB DUP ALVA PLASTICO;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;152;2219.2;-
38950;CAMPO OP 30X30(10X09) C/05 C/FIO ETO DELICATO 212969;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;421;2247.72;-
38950;CAMPO OP 30X30(10X09) C/05 C/FIO ETO DELICATO 212969;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;675;3603.82;-
38950;CAMPO OP 30X30(10X09) C/05 C/FIO ETO DELICATO 212969;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;2226;11397.12;-
38950;CAMPO OP 30X30(10X09) C/05 C/FIO ETO DELICATO 212969;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;3498;17909.76;-
38951;CAMPO OP 30X30(10X09) C/05 C/PLACA RADIOPACA EMB PLASTICA;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;258;2347.8;-
38951;CAMPO OP 30X30(10X09) C/05 C/PLACA RADIOPACA EMB PLASTICA;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;1951;17754.1;-
40008;HYTAS 100MG/ML FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;10;480;-
40008;HYTAS 100MG/ML FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;12;576;-
40008;HYTAS 100MG/ML FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;4;192;-
40008;HYTAS 100MG/ML FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1010;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;96;-
40008;HYTAS 100MG/ML FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2;96;-
40045;BRILINTA 90MG CX 60CPR ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;T1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;13;3662.1;-
60497;NOTUSS XAROPE FR C/120ML;Não;MED;LABOFARMA;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I2;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;12;191.4;-
60497;NOTUSS XAROPE FR C/120ML;Não;MED;LABOFARMA;BRUNA;1010;1010;Mafra - REC;Mafra;Nacional 7%;I2;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;4;4.32;-
60866;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;T1;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;33;1485.55;-
60866;NEXIUM 20MG CX 14CPR LIB RET ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;T1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;72;3887.28;-
61076;APRESOLINA 25MG CX 20CPR NOVARTIS;B.O. Total;MED;NOVARTIS;ANDREW;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I2;1036;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;106;644.48;-
61091;FLAGASS (SIMETICONA) 40MG CX C/20 CPR;B.O. Total;MED;LABOFARMA;BRUNA;1006;1006;Mafra - CAJ;Mafra;Importado;I2;1006;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;8;143.28;-
61092;DECADRON 4MG CX 10CP ACHE;Não;MED;LABOFARMA;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I2;1006;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;35;511.7;-
61092;DECADRON 4MG CX 10CP ACHE;Não;MED;LABOFARMA;BRUNA;1010;1010;Mafra - REC;Mafra;Nacional 7%;I2;1010;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;19;286.52;-
61092;DECADRON 4MG CX 10CP ACHE;Não;MED;LABOFARMA;BRUNA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I2;1021;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;15;219.86;-
61092;DECADRON 4MG CX 10CP ACHE;Não;MED;LABOFARMA;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I2;1023;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;62;964.72;-
61092;DECADRON 4MG CX 10CP ACHE;Não;MED;LABOFARMA;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I2;1036;0;S1 (10/02/2025 - 16/02/2025);S7 (24/03/2025 - 31/03/2025);Direta;45702;67;980.21;-
61513;LACTULONA 667MG/ML AMEIXA FR 120ML DAIICHI SANKYO;Não;MED;DAIICHI;ANDREW;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I2;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;9;183.42;-
63122;FLIXOTIDE 250MCG C/APLIC AERO 60DS GSK;Não;MED;GSK;BYANCA;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;16;1422.08;-
63122;FLIXOTIDE 250MCG C/APLIC AERO 60DS GSK;Não;MED;GSK;BYANCA;1023;1023;Mafra - RJ;Mafra;Importado;I1;1023;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;19;1688.72;-
63122;FLIXOTIDE 250MCG C/APLIC AERO 60DS GSK;Não;MED;GSK;BYANCA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;8;711.04;-
63342;ATENOLOL 50MG CX 30CP ACHE;B.O. Total;MED;LABOFARMA;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I2;1006;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2;5.8;-
64998;PARACETAMOL 750MG CX 20CPR ACHE;B.O. Total;MED;LABOFARMA;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I2;1006;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;14.78;-
64998;PARACETAMOL 750MG CX 20CPR ACHE;B.O. Total;MED;LABOFARMA;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I2;1023;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;15.86;-
64998;PARACETAMOL 750MG CX 20CPR ACHE;B.O. Total;MED;LABOFARMA;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I2;1023;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2;15.86;-
71001;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;T1;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;59;1107.43;-
71001;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;T1;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;1;25.29;-
71001;SELOZOK 25MG CX 30CPR LIB PROL ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;T1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;121;2770.9;-
80365;FISIOLOGICO 0.9% CX 15BLS 1000ML HALEX ISTAR;B.O. Total;MED;HALEXISTAR;ALESSANDRO;1002;1002;Mafra - LDA;Mafra;Nacional 12%;I3;1002;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;21;2205;-
80365;FISIOLOGICO 0.9% CX 15BLS 1000ML HALEX ISTAR;B.O. Total;MED;HALEXISTAR;ALESSANDRO;1006;1006;Mafra - CAJ;Mafra;Nacional 12%;I3;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;22;2310;-
80365;FISIOLOGICO 0.9% CX 15BLS 1000ML HALEX ISTAR;B.O. Total;MED;HALEXISTAR;ALESSANDRO;1010;1010;Mafra - REC;Mafra;Nacional 12%;I3;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;12;1260;-
80365;FISIOLOGICO 0.9% CX 15BLS 1000ML HALEX ISTAR;B.O. Total;MED;HALEXISTAR;ALESSANDRO;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;1;105;-
80365;FISIOLOGICO 0.9% CX 15BLS 1000ML HALEX ISTAR;B.O. Total;MED;HALEXISTAR;ALESSANDRO;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;72;7560;-
80523;DISPOSITIVO INCONT URINARIA G N06 C/EXT EST PCTE 20;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;416;0;-
80523;DISPOSITIVO INCONT URINARIA G N06 C/EXT EST PCTE 20;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;6.02;-
80523;DISPOSITIVO INCONT URINARIA G N06 C/EXT EST PCTE 20;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2;6.02;-
80523;DISPOSITIVO INCONT URINARIA G N06 C/EXT EST PCTE 20;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;1;3.01;-
80846;ATROFARMA 0.25MG/ML CX 100AMP 1ML FARMACE;B.O. Total;MED;FARMACE;ALESSANDRO;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;1;70;-
80846;ATROFARMA 0.25MG/ML CX 100AMP 1ML FARMACE;B.O. Total;MED;FARMACE;ALESSANDRO;1023;1023;Mafra - RJ;Mafra;Nacional 12%;I3;1023;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;1;70;-
80846;ATROFARMA 0.25MG/ML CX 100AMP 1ML FARMACE;B.O. Total;MED;FARMACE;ALESSANDRO;1023;1023;Mafra - RJ;Mafra;Nacional 12%;I3;1023;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;3;210;-
90959;TREBYXAN 20MG/ML FA 5ML BERGAMO;B.O. Total;MED;BERGAMO;ALESSANDRO;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;I3;1010;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;33;1289.94;-
90964;CRISPRED 5MG CX 200CP CRISTALIA;Não;MED;CRISTALIA;ALESSANDRO;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I2;1023;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;2;74;-
91069;TENOXICAM 40MG CX 50FA DIL 2ML CRISTALIA;Não;MED;CRISTALIA;ALESSANDRO;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;13;5525;-
91074;MESILATO IMATINIBE 400MG CX 30CPR EUROFARMA;Não;MED;EUROFARMA ONCO;ALESSANDRO;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 140/01;I3;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;13;13525.92;-
91074;MESILATO IMATINIBE 400MG CX 30CPR EUROFARMA;Não;MED;EUROFARMA ONCO;ALESSANDRO;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 140/01;I3;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;1;1040;-
91209;CRONOBE 2000MCG/ML CX 2AMP 2.5ML BIOLAB;Não;MED;BIOLAB;TERESA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;NT;1006;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;1;23.29;-
91209;CRONOBE 2000MCG/ML CX 2AMP 2.5ML BIOLAB;Não;MED;BIOLAB;TERESA;1010;1010;Mafra - REC;Mafra;Nacional 7%;NT;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;1;23.82;-
91272;AGULHA CANETA 4MM PENTAFACETADA 32G BD ULTRA-FINE CX 100 UND;Não;MAT;BD DC;JONNATHAN;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;3;3;-
133364;CONECTOR SMARTSITE S/A CX C/50 UNID;Não;MAT;BD MS;JONNATHAN;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;2;300;-
133364;CONECTOR SMARTSITE S/A CX C/50 UNID;Não;MAT;BD MS;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;3;385.5;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;3;86213.7;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;3;86213.7;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1010;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;4;115501.68;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1010;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;3;86626.26;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1021;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;4;114136.92;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;2;57068.46;-
133389;ALECENSA 150MG CX 224CAPD ROCHE;Não;MED;ROCHE;BYANCA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 (novo) - forn GO;NT;1023;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;1;28965.08;-
133443;ELETRODO P/ MONIT. NEONATAL KITTYCAT ENV. C/3 ELE;B.O. Parcial;MAT;MEDITRACE;-;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;1;0;-
133443;ELETRODO P/ MONIT. NEONATAL KITTYCAT ENV. C/3 ELE;B.O. Parcial;MAT;MEDITRACE;-;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;10;0;-
133444;PAPEL LENCOL 70X50 BRANCO CX 10 RL - PLUMAX ECONOMICO;Não;MAT;PLUMAX LENCOIS HOSPITALARES;PAULO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;1;1;-
133533;PLACA DE PETRI PLAST SALA LIMPA 90X15MM CX/200 CRAL 618112;Não;PREVENA;CRAL;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;2;183.54;-
133533;PLACA DE PETRI PLAST SALA LIMPA 90X15MM CX/200 CRAL 618112;Não;PREVENA;CRAL;LUCIANA;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45717;3;173.43;-
133533;PLACA DE PETRI PLAST SALA LIMPA 90X15MM CX/200 CRAL 618112;Não;PREVENA;CRAL;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;9;520.29;-
